assay.id	PlateOrder	WellNum	Response	Bk_Sub	Norm	NormPos	pEnhanced
2	2	75	0.6197185	0.61561847	0.88011	1.0523393	6.754575
2	2	74	0.30631605	0.30221605	0.43205878	0.51660866	-54.218666
2	2	73	0.05087123	0.046771232	0.06686581	0.079950824	-103.91611
2	2	72	0.1791013	0.17500131	0.25018808	0.29914755	-78.96862
2	2	71	0.25995317	0.25585318	0.36577678	0.43735588	-63.23868
2	2	70	0.5525823	0.5484823	0.7841298	0.93757665	-6.306937
2	2	69	0.32542822	0.32132822	0.45938224	0.54927903	-50.500343
2	2	68	0.41518426	0.41108426	0.58770066	0.7027082	-33.03808
2	2	67	0.6336004	0.6295004	0.8999561	1.0760691	9.4553385
2	2	66	0.1858875	0.1817875	0.25988987	0.31074786	-77.648346
2	2	65	0.10536678	0.10126678	0.14477459	0.17310561	-93.31386
2	2	64	0.17600031	0.17190032	0.2457548	0.2938467	-79.57192
2	2	63	0.27495956	0.27085957	0.38723046	0.4630078	-60.31915
2	2	62	0.47431612	0.47021613	0.67223763	0.80378824	-21.533825
2	2	61	0.1385545	0.1344545	0.19222093	0.22983676	-86.8571
2	2	60	0.1757643	0.17166431	0.24541739	0.29344326	-79.617836
2	2	59	0.13879351	0.13469352	0.19256262	0.23024534	-86.8106
2	2	58	0.20430273	0.20020273	0.2862169	0.3422269	-74.06561
2	2	57	0.18570784	0.18160784	0.259633	0.31044075	-77.6833
2	2	56	0.4975164	0.4934164	0.7054056	0.84344685	-17.020153
2	2	55	0.54049325	0.5363932	0.76684684	0.91691154	-8.658897
2	2	54	0.49560645	0.49150646	0.70267504	0.840182	-17.391737
2	2	53	0.39271176	0.38861176	0.55557317	0.66429365	-37.41016
2	2	52	0.39296886	0.38886887	0.55594075	0.6647331	-37.36014
2	2	51	0.23554406	0.23144406	0.33088064	0.39563087	-67.98753
2	2	50	0.19881147	0.19471148	0.27836642	0.33284014	-75.13396
2	2	49	0.22852373	0.22442374	0.32084414	0.38363034	-69.353355
2	2	48	0.20219007	0.19809008	0.2831966	0.3386155	-74.47664
2	2	47	0.37321168	0.3691117	0.5276952	0.63096017	-41.20395
2	2	46	0.15336956	0.14926957	0.21340106	0.25516164	-83.97479
2	2	45	0.076648965	0.07254896	0.10371858	0.12401533	-98.90098
2	2	44	0.20069505	0.19659506	0.28105927	0.33605993	-74.7675
2	2	43	0.31185144	0.30775145	0.43997237	0.52607083	-53.141743
2	2	42	0.3050973	0.30099732	0.43031645	0.51452535	-54.455772
2	2	41	0.10747203	0.10337203	0.14778432	0.17670433	-92.904274
2	2	40	0.18551834	0.18141834	0.2593621	0.31011683	-77.72017
2	2	39	0.30276844	0.29866844	0.426987	0.51054436	-54.908863
2	2	38	0.37454847	0.37044847	0.5296063	0.6332453	-40.943874
2	2	37	0.4026987	0.3985987	0.56985086	0.6813653	-35.46718
2	2	36	0.25111833	0.24701834	0.35314617	0.42225358	-64.95752
2	2	35	0.56089807	0.55679804	0.7960183	0.9517916	-4.6890883
2	2	34	0.5969138	0.5928138	0.84750766	1.013357	2.317867
2	2	33	0.14508513	0.14098513	0.20155734	0.24100022	-85.58655
2	2	32	0.32568833	0.32158834	0.45975408	0.5497237	-50.449738
2	2	31	0.6994785	0.6953785	0.99413776	1.1886812	22.272089
2	2	30	0.31676432	0.31266433	0.446996	0.53446895	-52.18593
2	2	29	0.39402983	0.38992983	0.5574575	0.66654676	-37.15373
2	2	28	0.2721116	0.2680116	0.3831589	0.4581395	-60.87323
2	2	27	0.31955045	0.31545046	0.45097917	0.53923154	-51.64388
2	2	26	0.04884907	0.04474907	0.06397486	0.076494135	-104.30952
2	2	25	0.10349684	0.09939684	0.14210126	0.16990913	-93.67766
2	2	24	0.20716104	0.20306104	0.29030326	0.3471129	-73.50952
2	2	23	0.46388224	0.45978224	0.657321	0.78595257	-23.563765
2	2	22	0.39926755	0.39516756	0.5649456	0.6755001	-36.134716
2	2	21	0.08027368	0.07617368	0.1089006	0.13021143	-98.195786
2	2	20	0.26650113	0.26240113	0.37513795	0.44854894	-61.96476
2	2	19	0.17899485	0.17489485	0.25003588	0.29896557	-78.98933
2	2	18	0.05011433	0.04601433	0.06578372	0.07865698	-104.06336
2	2	17	0.16514866	0.16104867	0.23024088	0.27529687	-81.683136
2	2	16	0.04012473	0.03602473	0.05150223	0.061580736	-106.00687
2	2	15	0.07972968	0.07562968	0.10812288	0.12928152	-98.30162
2	2	14	0.14824747	0.14414747	0.20607834	0.24640593	-84.97131
2	2	13	0.13709502	0.13299502	0.1901344	0.22734192	-87.141045
2	2	12	0.08202883	0.077928826	0.11140982	0.13321167	-97.85432
2	2	11	0.30191064	0.29781064	0.42576066	0.509078	-55.07575
2	2	10	0.41200835	0.40790835	0.5831602	0.6972793	-33.65596
2	2	9	0.3020509	0.2979509	0.42596117	0.50931776	-55.048462
2	2	8	0.29139614	0.28729615	0.41072875	0.49110454	-57.121372
2	2	7	0.45698404	0.45288405	0.6474591	0.7741608	-24.905825
2	2	6	0.46569467	0.46159467	0.6599121	0.78905076	-23.211151
2	2	5	0.15161155	0.14751156	0.21088775	0.2521565	-84.31682
2	2	4	0.26837632	0.26427633	0.3778188	0.45175442	-61.599937
2	2	3	0.26810646	0.26400647	0.377433	0.4512931	-61.65244
2	2	2	0.18280691	0.17870691	0.25548574	0.3054819	-78.24768
2	2	1	0.34506565	0.34096566	0.4874566	0.5828473	-46.679832
2	1	96	0.0006	0	0	0	-127.23898
2	1	95	0.118	0.1174	0.18063594	0.21384336	-100
2	1	94	0.575	0.5744	0.8837929	1.046266	6.032481
2	1	93	0.523	0.5224	0.80378383	0.9515483	-6.032481
2	1	92	0.2620218	0.2614218	0.40223318	0.47617817	-66.58427
2	1	91	0.17657295	0.17597295	0.27075845	0.3205336	-86.40999
2	1	90	0.07164439	0.071044385	0.109311506	0.1294069	-110.75536
2	1	89	0.30050918	0.29990917	0.4614513	0.54628265	-57.65448
2	1	88	0.2630741	0.2624741	0.40385228	0.4780949	-66.34012
2	1	87	0.28598645	0.28538644	0.43910608	0.51982963	-61.024025
2	1	86	0.21331207	0.21271208	0.3272866	0.3874537	-77.885826
2	1	85	0.1689848	0.1683848	0.25908303	0.30671185	-88.17058
2	1	84	0.064320534	0.06372053	0.09804276	0.116066545	-112.454636
2	1	83	0.122194625	0.12159462	0.18708995	0.22148384	-99.02677
2	1	82	0.09901375	0.09841375	0.151423	0.17926003	-104.40516
2	1	81	0.1981877	0.1975877	0.30401567	0.35990474	-81.394966
2	1	80	0.3905575	0.3899575	0.60000294	0.7103051	-36.7616
2	1	79	0.13661516	0.13601516	0.20927791	0.24775074	-95.68094
2	1	78	0.21954325	0.21894325	0.33687413	0.39880374	-76.44008
2	1	77	0.21575701	0.21515702	0.3310485	0.39190713	-77.31856
2	1	76	0.032341834	0.031741835	0.04883915	0.05781755	-119.87428
2	1	75	0.18197306	0.18137306	0.27906725	0.33036986	-85.15707
2	1	74	0.29545373	0.29485372	0.45367277	0.5370742	-58.827442
2	1	73	0.004724825	0.004124825	0.0063466066	0.007513342	-126.281944
2	1	72	0.30629972	0.3056997	0.47036082	0.5568301	-56.31097
2	1	71	0.64992595	0.64932597	0.9990767	1.1827431	23.416695
2	1	70	0.11201216	0.11141216	0.17142284	0.20293655	-101.38929
2	1	69	0.09839574	0.09779574	0.15047212	0.17813432	-104.54855
2	1	68	0.4708046	0.4702046	0.7234741	0.8564747	-18.142782
2	1	67	0.43363547	0.43303546	0.66628426	0.78877133	-26.76671
2	1	66	0.20793316	0.20733316	0.3190104	0.37765604	-79.133835
2	1	65	0.14162485	0.14102486	0.21698602	0.25687587	-94.51859
2	1	64	0.32715663	0.32655662	0.502452	0.59482086	-51.47178
2	1	63	0.44892538	0.44832537	0.68980986	0.81662184	-23.21917
2	1	62	0.5020442	0.5014442	0.77154046	0.9133774	-10.894616
2	1	61	0.28973678	0.28913677	0.44487646	0.5266608	-60.15388
2	1	60	0.3050204	0.30442038	0.4683924	0.5544998	-56.607796
2	1	59	0.28967282	0.2890728	0.44477805	0.52654433	-60.16872
2	1	58	0.29870558	0.29810557	0.4586762	0.5429974	-58.072952
2	1	57	0.4780152	0.4774152	0.7345686	0.86960876	-16.469788
2	1	56	0.18807085	0.18747085	0.28844953	0.34147695	-83.74226
2	1	55	0.48351052	0.4829105	0.7430239	0.87961847	-15.194773
2	1	54	0.36150578	0.36090577	0.55530286	0.65738755	-43.50214
2	1	53	0.12147115	0.12087115	0.18597679	0.22016603	-99.194626
2	1	52	0.35674495	0.35614493	0.5479777	0.64871573	-44.60674
2	1	51	0.1266467	0.1260467	0.19394007	0.22959326	-97.993805
2	1	50	0.110115714	0.10951571	0.1685049	0.19948217	-101.8293
2	1	49	0.20860296	0.20800297	0.320041	0.3788761	-78.97843
2	1	48	0.6034482	0.60284823	0.9275644	1.0980842	12.6329975
2	1	47	0.26058522	0.2599852	0.4000228	0.47356144	-66.91758
2	1	46	0.19687133	0.19627133	0.30199027	0.35750696	-81.700386
2	1	45	0.36275265	0.36215264	0.55722135	0.65965873	-43.21284
2	1	44	0.08110829	0.080508284	0.123873	0.14664534	-108.55956
2	1	43	0.31212127	0.31152126	0.47931805	0.567434	-54.960262
2	1	42	0.19524461	0.19464462	0.29948735	0.35454392	-82.07782
2	1	41	0.14976878	0.14916879	0.22951657	0.27170998	-92.62905
2	1	40	0.34129453	0.34069452	0.5242051	0.6205729	-48.191525
2	1	39	0.23949915	0.23889916	0.367579	0.43515328	-71.809944
2	1	38	0.3283294	0.3277294	0.5042565	0.596957	-51.199673
2	1	37	0.24488716	0.24428716	0.37586918	0.4449675	-70.55982
2	1	36	0.11681427	0.11621427	0.17881154	0.21168356	-100.27511
2	1	35	0.3036281	0.30302808	0.46625015	0.55196375	-56.93084
2	1	34	0.25931343	0.25871342	0.39806598	0.47124487	-67.21266
2	1	33	0.24600688	0.24540688	0.37759203	0.44700706	-70.300026
2	1	32	0.22305098	0.22245099	0.34227124	0.40519306	-75.62622
2	1	31	0.29768133	0.29708132	0.45710024	0.54113173	-58.310596
2	1	30	0.3367083	0.3361083	0.51714855	0.61221915	-49.25561
2	1	29	0.30402467	0.30342466	0.46686032	0.5526861	-56.838825
2	1	28	0.26810944	0.26750943	0.41159984	0.48726675	-65.17182
2	1	27	0.24557751	0.24497752	0.3769314	0.446225	-70.39965
2	1	26	0.16493946	0.16433947	0.25285873	0.2993433	-89.10918
2	1	25	0.40695482	0.4063548	0.62523246	0.74017274	-32.957115
2	1	24	0.54355484	0.54295486	0.83541024	0.9889888	-1.2633765
2	1	23	0.39702156	0.39642155	0.60994875	0.72207934	-35.261818
2	1	22	0.22498235	0.22438236	0.34524292	0.40871102	-75.17811
2	1	21	0.04626798	0.04566798	0.070266426	0.08318393	-116.64316
2	1	20	0.4311927	0.4305927	0.6625257	0.78432184	-27.33348
2	1	19	0.29528058	0.29468057	0.45340636	0.5367588	-58.867615
2	1	18	0.31620795	0.31560794	0.48560596	0.57487786	-54.012077
2	1	17	0.24436483	0.24376483	0.3750655	0.44401607	-70.681015
2	1	16	0.2718185	0.27121848	0.41730672	0.49402276	-64.31126
2	1	15	0.21015257	0.20955257	0.32242528	0.38169867	-78.6189
2	1	14	0.15269181	0.15209182	0.23401405	0.27703425	-91.95086
2	1	13	0.12041571	0.11981571	0.18435284	0.21824355	-99.439514
2	1	12	0.22217312	0.22157313	0.34092054	0.40359405	-75.8299
2	1	11	0.28152856	0.28092855	0.43224698	0.5117096	-62.05834
2	1	10	0.227036	0.226436	0.34840274	0.41245174	-74.70162
2	1	9	0.46944657	0.46884656	0.7213845	0.85400105	-18.457872
2	1	8	0.2186704	0.2180704	0.33553112	0.39721385	-76.6426
2	1	7	0.11839129	0.11779129	0.181238	0.21455608	-99.90921
2	1	6	0.26302794	0.26242793	0.40378127	0.4780108	-66.35083
2	1	5	0.12571251	0.12511252	0.1925027	0.22789165	-98.210556
2	1	4	0.16752338	0.16692339	0.25683445	0.30404988	-88.50966
2	1	3	0.31167385	0.31107384	0.47862965	0.56661904	-55.06407
2	1	2	0.012218941	0.011618941	0.01787733	0.021163827	-124.54317
2	1	1	0.46229511	0.4616951	0.71038103	0.8409747	-20.117142
3	2	96	0.0011	0	0	0	-104.2735
3	2	95	1000	999.9989	0.03403336	0.04098356	-100
3	2	94	26900	26899.998	0.91549844	1.102459	10.683761
3	2	93	21900	21899.998	0.7453314	0.8975409	-10.683761
3	2	92	16529.945	16529.943	0.5625702	0.67745674	-33.632713
3	2	91	9290.501	9290.5	0.3161873	0.3807582	-64.57051
3	2	90	1062.8169	1062.8158	0.036171235	0.043558024	-99.73155
